"SUBMITTED_DATE","CASE_NO","NAME","ADDRESS","ADDRESS2","CITY","STATE","POSTAL_CODE","NBR_IMMIGRANTS","BEGIN_DATE","END_DATE","JOB_TITLE","DOL_DECISION_DATE","CERTIFIED_BEGIN_DATE","CERTIFIED_END_DATE","JOB_CODE","APPROVAL_STATUS","WAGE_RATE_1","RATE_PER_1","MAX_RATE_1","PART_TIME_1","CITY_1","STATE_1","PREVAILING_WAGE_1","WAGE_SOURCE_1","YR_SOURCE_PUB_1","OTHER_WAGE_SOURCE_1","WAGE_RATE_2","RATE_PER_2","MAX_RATE_2","PART_TIME_2","CITY_2","STATE_2","PREVAILING_WAGE_2","WAGE_SOURCE_2","YR_SOURCE_PUB_2","OTHER_WAGE_SOURCE_2"
2002-01-31 18:11:00,"I-02031-0009003","Life Steps Foundation, Inc.","6442 Glengarry Avenue","","Whittier","CA","90606-1514","001","05/01/2002","04/30/2005","Infant/Toddler Development Specialist","01/31/2002","05/01/2002","04/30/2005","094","Certified",16.00000,"Hour",,"N","Whittier","CA",16.00000,"Other","2001","Labor Market Information","","","","","","","","","",""
2002-01-31 18:11:00,"I-02031-0009005","KEAN LANDSCAPING, INC.","5 MAIN STREET","","COLD SPRING HARBOR","NY","11724     ","001","01/31/2002","01/31/2005","PROJECT MANAGER","01/31/2002","01/31/2002","01/31/2005","007","Certified",28.00000,"Hour",,"Y","COLD SPRING HARBOR","NY",28.00000,"Other","2000","OES","","","","","","","","","",""
2002-01-31 18:12:00,"I-02023-0003885","Allied Van Lines Inc","215 West Diehl Road","","Naperville","IL","60563     ","001","02/01/2002","02/01/2005","Manager, Accounting Solutions","01/31/2002","02/01/2002","02/01/2005","160","Certified",52739.00000,"Year",109250.00000,"N","Naperville","IL",43800.00000,"Other","2002","Watson Wyatt Wage Survey","","","","","","","","","",""
2002-01-31 18:14:00,"I-02031-0009007","ERG Acquisition Corp. dba Lexecon","One Mifflin Place","","Cambridge","MA","02138     ","001","03/01/2002","03/01/2005","Economist","01/31/2002","03/01/2002","03/01/2005","050","Certified",65000.00000,"Year",80000.00000,"N","Cambridge","MA",38397.00000,"Other","2002","OES SOC Database","","","","","","","","","",""
2002-01-31 18:17:00,"I-02031-0009009","ELECTRONIC DATA SYSTEMS","5400 LEGACY DRIVE","H3-2A-59","PLANO","TX","75024     ","001","04/15/2002","06/15/2004","INFORMATION ANALYST","01/31/2002","04/15/2002","06/15/2004","030","Certified",71000.00000,"Year",71000.00000,"N","TROY","MI",72900.00000,"Other","2001","WATSON WYATT DATA SERVICES","","","","","","","","","",""
2002-01-31 18:17:00,"I-02031-0008395","Phoenix Global Solutions, Inc.","One American Row, 4th Floor","","Hartford","CT","06102     ","030","02/01/2002","02/01/2005","Programmer","01/31/2002","02/01/2002","02/01/2005","030","Certified",40000.00000,"Year",55000.00000,"N","Hartford","CT",40706.00000,"Other","2002","Online Wage Library","40000","Year","55000","N","Syracuse","NY","31637","Other","2002","Online Wage Library"
2002-01-31 18:18:00,"I-02031-0009011","JP Mobile Operating, L.P.","12000 Ford Road","","Dallas","TX","75234     ","010","01/31/2002","01/30/2005","Software Engineer II","01/31/2002","01/31/2002","01/30/2005","030","Certified",65000.00000,"Year",77000.00000,"N","Dallas","TX",47382.00000,"Other","2002","DOL Online Wage Library","","","","","","","","","",""
2002-01-31 18:18:00,"I-02031-0009013","Motorola Inc.","1303 East Algonquin Road","","Schaumburg","IL","60196     ","001","02/15/2002","01/15/2005","ELECTRICAL ENGINEER","01/31/2002","02/15/2002","01/15/2005","003","Certified",63900.00000,"Year",100200.00000,"N","CHICAGO MSA","IL",63900.00000,"Other","2001","WATSON WYATT","","","","","","","","","",""
2002-01-31 18:18:00,"I-02031-0009015","America  West Airlines","111 W. Rio Salado Parkway","","Tempe","AZ","85281     ","001","02/28/2002","02/27/2005","Manager, Labor Relations","01/31/2002","02/28/2002","02/27/2005","166","Certified",66780.00000,"Year",,"N","Tempe","AZ",65229.00000,"SESA","","","","","","","","","","","",""
2002-01-31 18:19:00,"I-02031-0009019","Gryphon Sciences, Inc.","250 E. Grand Avenue, Suite 90","","South San Francisco","CA","94080-4824","001","06/25/2002","06/25/2005","Senior Scientist I","01/31/2002","06/25/2002","06/25/2005","022","Certified",66200.00000,"Year",,"N","South San Francisco","CA",56555.00000,"Other","2002","OES Wage Survey","","","","","","","","","",""
2002-01-31 18:20:00,"I-02031-0009021","Rockwood Specialties Inc.","100 Overlook Center","","Princeton","NJ","08540     ","001","02/11/2002","02/11/2005","Director Global Consolidation","01/31/2002","02/11/2002","02/11/2005","160","Certified",90000.00000,"Year",,"N","Princeton","NJ",68786.00000,"Other","2002","OES SOC","","","","","","","","","",""
2002-01-31 18:21:00,"I-02031-0009023","SHANE-HUNTER, INC.","1950 Cesar Chavez","","San Francisco","CA","94124     ","001","02/01/2002","01/31/2005","Graphic Designer - Entry Level","01/31/2002","02/01/2002","01/31/2005","141","Certified",16.00000,"Hour",,"N","San Francisco","CA",16.56000,"SESA","","","","","","","","","","","",""
2002-01-31 18:23:00,"I-02031-0009025","TRUE WORLD FOODS INC. OF SAN FRANCISCO","1815 WILLIAMS STREET","","SAN LEANDRO","CA","94577     ","001","02/20/2002","02/20/2005","PUBLIC RELATIONS SPECIALIST","02/01/2002","02/20/2002","02/20/2005","165","Certified",32302.00000,"Year",,"N","SAN LEANDRO","CA",32302.00000,"Other","2001","OES/SOC 27-3031","","","","","","","","","",""
2002-01-31 18:23:00,"I-02031-0009027","Motorola Inc.","1303 East Algonquin Road","","Schaumburg","IL","60196     ","001","02/15/2002","03/15/2004","MECHANICAL ENGINEER","01/31/2002","02/15/2002","03/15/2004","007","Certified",52700.00000,"Year",77200.00000,"N","CHICAGO MSA","IL",52700.00000,"Other","2001","WATSON WYATT","","","","","","","","","",""
2002-01-31 18:26:00,"I-02031-0009029","JP Mobile Operating, L.P.","12000 Ford Road","","Dallas","TX","75234     ","010","01/31/2002","01/30/2005","Software Engineer III","01/31/2002","01/31/2002","01/30/2005","030","Certified",77200.00000,"Year",90000.00000,"N","Dallas","TX",81224.00000,"Other","2002","DOL Online Wage Library","","","","","","","","","",""
2002-01-31 18:27:00,"I-02031-0009031","A.B.E. Music","2777 Pacific Coast Hwy, #B","","Torrance","CA","90505     ","001","05/01/2002","04/30/2005","Music Teacher","01/31/2002","05/01/2002","04/30/2005","091","Certified",16.69000,"Hour",,"N","Torrance","CA",16.69000,"Other","2001","Labor Market Information","","","","","","","","","",""
2002-01-31 18:28:00,"I-02023-0003905","Allied Van Lines Inc","215 West Diehl Road","","Naperville","IL","60563     ","001","02/01/2002","02/01/2005","Technical Designer","01/31/2002","02/01/2002","02/01/2005","030","Certified",62605.00000,"Year",109250.00000,"N","Naperville","IL",65900.00000,"Other","2002","Watson Wyatt Wage Survey","","","","","","","","","",""
2002-01-31 18:29:00,"I-02031-0009033","Louisiana Newpack Shrimp Company, Inc.","500 Louisiana Street","","Westwego","LA","70094     ","001","02/04/2002","02/03/2005","eCommerce Specialist","01/31/2002","02/04/2002","02/03/2005","030","Certified",58000.00000,"Year",,"N","Houston","TX",55785.60000,"SESA","","","","","","","","","","","",""
2002-01-31 18:29:00,"I-02031-0009035","ATP Tour Inc","201 ATP Tour Boulevard","","Ponte Vedra Beach","FL","32082     ","001","03/02/2002","05/01/2004","Ranking Statistics Coordinator","01/31/2002","03/02/2002","05/01/2004","020","Certified",44000.00000,"Year",48000.00000,"N","Ponte Vedra Beach","FL",45656.00000,"Other","2002","OES  Wage Survey","","","","","","","","","",""
2002-01-31 18:30:00,"I-02031-0009039","TRANSPARENT NETWORKS INC","471B EL CAMINO REAL","","SANTA CLARA","CA","95050     ","001","02/01/2002","02/01/2005","SENIOR OPTICAL ENGINEER","01/31/2002","02/01/2002","02/01/2005","019","Certified",89024.00000,"Year",,"N","SANTA CLARA","CA",93642.00000,"Other","2002","OES/SOC Wages","","","","","","","","","",""
2002-01-31 18:32:00,"I-02031-0009041","Fiserv LeMans, Inc.","455 South Gulph Road","","King of Prussia","PA","19406     ","001","02/11/2002","02/10/2005","Web Application Developer","01/31/2002","02/11/2002","02/10/2005","030","Certified",46696.00000,"Year",75000.00000,"N","King of Prussia","PA",46696.00000,"Other","2002","Online Wage Library","","","","","","","","","",""
2002-01-31 18:33:00,"I-02031-0009043","STV Incorporated","205 West Welsh Drive","","Douglasville","PA","19518     ","001","02/01/2002","01/31/2005","Civil Engineer","01/31/2002","02/01/2002","01/31/2005","005","Certified",920.00000,"Week",,"N","Boston","MA",804.40000,"SESA","","","","","","","","","","","",""
2002-01-31 18:33:00,"I-02031-0009045","Tendwell Realty and Investment, Inc.","2920 Huntington Dr., Suite 100","","San Marino","CA","91108     ","001","01/31/2002","01/31/2005","Investment Analyst","01/31/2002","01/31/2002","01/31/2005","050","Certified",15.00000,"Hour",17.00000,"N","San Marino","CA",8.29000,"SESA","","","","","","","","","","","",""
2002-01-31 18:34:00,"I-02031-0009047","GED Technologies, Inc","3110 Sunflower Glen Court","","Jamul","CA","91935     ","001","01/31/2002","01/31/2005","Senior Design Engineer","01/31/2002","01/31/2002","01/31/2005","007","Certified",52.00000,"Hour",,"N","Santee","CA",37.89000,"SESA","","","52","Hour","","N","Jamul","CA","37.89","SESA","",""
2002-01-31 18:35:00,"I-02031-0009049","Gaucho Imports LLC","3535 Menaul Blvd  NE","","Albuquerque","NM","87107     ","001","03/01/2002","02/28/2005","International Trade Manager","01/31/2002","03/01/2002","02/28/2005","185","Certified",60000.00000,"Year",60000.00000,"N","Tiburon","CA",54850.00000,"Other","2002","OES Wage Library","","","","","","","","","",""
2002-01-31 18:36:00,"I-02031-0009051","JP Mobile Operating, L.P.","12000 Ford Road","","Dallas","TX","75234     ","010","01/31/2002","01/30/2005","Softaware Engineer IV","01/31/2002","01/31/2002","01/30/2005","030","Certified",91000.00000,"Year",115000.00000,"N","Dallas","TX",81224.00000,"Other","2002","DOL Online Wage Library","","","","","","","","","",""
2002-01-31 18:43:00,"I-02031-0009055","Sang Kung Co., Inc.","110 Bowery Street","","New York","NY","10013     ","001","04/22/2002","04/21/2005","Systems Adminstrator/E-Commerce Manager","01/31/2002","04/22/2002","04/21/2005","031","Certified",40000.00000,"Year",,"N","New York","NY",40000.00000,"SESA","","","","","","","","","","","",""
2002-01-31 18:43:00,"I-02031-0009057","Alliant Energy Resources Inc.","200 First St. SE","","Cedar Rapids","IA","52406     ","005","02/07/2002","02/06/2005","Project Manager","01/31/2002","02/07/2002","02/06/2005","189","Certified",64500.00000,"Year",80000.00000,"N","Scottsdale","AZ",64581.00000,"Other","2002","Economic Research Institute","","","","","","","","","",""
2002-01-31 18:46:00,"I-02031-0009059","SUPER MICRO COMPUTER INC","980 ROCK AVE","","SAN JOSE","CA","95131     ","001","01/31/2002","01/30/2005","TECHNICAL PRODUCT MANAGER","01/31/2002","01/31/2002","01/30/2005","030","Certified",60000.00000,"Year",,"N","SAN JOSE","CA",62982.00000,"Other","2002","OES SOC WAGE DATA","","","","","","","","","",""
2002-01-31 18:48:00,"I-02030-0007729","Teksid Aluminum Components Inc.","2100 Old Sylacauga Highway","","Sylacauga","AL","35150     ","001","02/15/2002","02/15/2005","Program and Product Manager","01/31/2002","02/15/2002","02/15/2005","183","Certified",60000.00000,"Year",150000.00000,"N","Sylacauga","AL",56326.00000,"Other","2002","OES","","","","","","","","","",""
2002-01-31 18:52:00,"I-02031-0009061","Sony Pictures Imageworks Inc.","10202 West Washington Blvd.","SPP 1030","Culver City","CA","90232-3195","001","02/05/2002","02/05/2005","Multimedia Artist","01/31/2002","02/05/2002","02/05/2005","039","Certified",130000.00000,"Year",160000.00000,"N","Culver City","CA",58094.00000,"Other","2001","OES","","","","","","","","","",""
2002-01-31 18:53:00,"I-02031-0009063","Generation Care, Inc.","947A W. Broadway","","Muskegon","MI","49441     ","001","02/07/2002","02/06/2005","Geriatric Care Specialist","01/31/2002","02/07/2002","02/06/2005","049","Certified",20.00000,"Hour",,"N","Muskegon","MI",18.93000,"SESA","","","","","","","","","","","",""
2002-01-31 18:54:00,"I-02031-0009065","Naganuma Design & Direction","100 De Haro","","San Francisco","CA","94107     ","001","02/01/2002","01/31/2005","Junior Graphic Designer","01/31/2002","02/01/2002","01/31/2005","142","Certified",30000.00000,"Year",,"N","San Francisco","CA",30000.00000,"SESA","","","","","","","","","","","",""
2002-01-31 18:57:00,"I-02031-0008999","Network Associates, Inc.","3965 Freedom Circle","","Santa Clara","CA","95054     ","001","02/04/2002","02/04/2005","Software Engineer","01/31/2002","02/04/2002","02/04/2005","030","Certified",68000.00000,"Year",,"N","Wayne","NJ",69960.00000,"Other","2002","Radford","","","","","","","","","",""
2002-01-31 19:00:00,"I-02031-0009069","Harve Bernard Ltd","205 West 39th Street 6th Floor","","New York","NY","10018     ","001","01/31/2002","11/01/2002","fashion designer women clothing","01/31/2002","01/31/2002","11/01/2002","142","Certified",40000.00000,"Year",,"N","205 West 39th Street 6th Floor","NY",26208.00000,"Other","2001","OES WAGE SURVEY","","","","","","","","","",""
2002-01-31 19:01:00,"I-02031-0008651","Oracle Corporation","500 Oracle Parkway","","Redwood Shores","CA","94065     ","001","07/15/2002","07/15/2005","Software Engineer (Principal Consultant)","01/31/2002","07/15/2002","07/15/2005","030","Certified",60000.00000,"Year",106000.00000,"N","Atlanta","GA",52000.00000,"Other","2001","Watson Wyatt","","","","","","","","","",""
2002-01-31 19:02:00,"I-02031-0009073","Sang Kung Co., Inc.","110 Bowery Street","","New York","NY","10013     ","001","04/22/2002","04/21/2005","Systems Adminstrator/E-Commerce Manager","01/31/2002","04/22/2002","04/21/2005","031","Certified",40000.00000,"Year",,"N","New York","NY",37382.63000,"SESA","","","","","","","","","","","",""
2002-01-31 19:03:00,"I-02031-0009077","Dahn Institute, Inc.","3500 E. Bill Gray Road","","Sedona","AZ","86336     ","001","02/01/2002","02/01/2005","Instructor","01/31/2002","02/01/2002","02/01/2005","099","Certified",24000.00000,"Year",24000.00000,"N","Sedona","AZ",20634.00000,"SESA","","","","","","","","","","","",""
2002-01-31 19:03:00,"I-02031-0009079","NextLinx Corporation","400B East Gude Drive","","Rockville","MD","20850     ","001","01/31/2002","01/30/2005","Market Research Analyst","01/31/2002","01/31/2002","01/30/2005","169","Certified",40000.00000,"Year",50000.00000,"N","Rockville Metro","MD",37482.00000,"SESA","","","","","","","","","","","",""
2002-01-31 19:10:00,"I-02031-0009081"," Gymboree Corporation","700 Airport Boulevard","Suite 200","Burlingame","CA","94010     ","001","02/04/2002","02/03/2005","Programmer/Analyst","02/01/2002","02/04/2002","02/03/2005","030","Certified",75000.00000,"Year",,"N","Burlingame","CA",77400.00000,"Other","2000","AEA Hi Tech Ind Benchmark","","","","","","","","","",""
2002-01-31 19:10:00,"I-02031-0009083","Labbook.com","8260 Greensboro Drive","","McLean","VA","22102     ","001","05/01/2002","04/30/2005","Programmer","01/31/2002","05/01/2002","04/30/2005","030","Certified",45000.00000,"Year",,"N","Columbus","OH",41226.00000,"Other","2002","ETA-ALC Economic Data Center","","","","","","","","","",""
2002-01-31 19:12:00,"I-02031-0009085","United Design Corporation","1600 North Main Street","","Noble","OK","73068     ","001","02/11/2002","02/10/2003","Accountant","01/31/2002","02/11/2002","02/10/2003","160","Certified",33656.54000,"Year",,"N","Noble","OK",33488.00000,"SESA","","","","","","","","","","","",""
2002-01-31 19:12:00,"I-02031-0009087","Synapse Integration, Inc","21580 Stevens Creek Blvd.,#112","","Cupertino","CA","95014     ","005","02/04/2002","02/04/2005","Programmer/Analyst","01/31/2002","02/04/2002","02/04/2005","030","Certified",65000.00000,"Year",,"N","Dearborn","MI",68370.00000,"Other","2002"," Online Wage Library","","","","","","","","","",""
2002-01-31 19:15:00,"I-02031-0009091","Arizona Daily Star","4850 S. Park Ave.","","Tucson","AZ","85726-6807","001","02/18/2002","02/17/2005","Graphic designer","01/31/2002","02/18/2002","02/17/2005","141","Certified",770.00000,"Week",,"N","Tucson","AZ",712.00000,"Other","2001","NICS (National Industry Compensation Survey)","","","","","","","","","",""
2002-01-31 19:19:00,"I-02031-0009095","Naganuma Design & Direction","1000 De Haro","","San Francisco","CA","94107     ","001","02/20/2002","02/19/2005","Junior Graphic Designer","01/31/2002","02/20/2002","02/19/2005","142","Certified",30000.00000,"Year",30000.00000,"N","San Francisco","CA",30000.00000,"SESA","","","","","","","","","","","",""
2002-01-31 19:20:00,"I-02031-0009099","Northern Arizona University","International Office ","P.O. Box 5598, 102 Tinsley Hall","Flagstaff","AZ","86011-5598","001","07/01/2002","06/30/2005","Management Analyst","01/31/2002","07/01/2002","06/30/2005","090","Certified",33000.00000,"Year",,"N","Flagstaff","AZ",31117.00000,"SESA","","","","","","","","","","","",""
2002-01-31 19:21:00,"I-02031-0009101","KDN SPORTS, INC.","900 Wilshire Blvd.","Suite 1114","Los Angeles","CA","90017     ","001","02/14/2002","02/14/2005","Fitness Specialist","01/31/2002","02/14/2002","02/14/2005","153","Certified",24000.00000,"Year",,"N","Los Angeles","CA",23840.00000,"Other","2002","OES Salary Survey","","","","","","","","","",""
2002-01-31 19:24:00,"I-02031-0009103","The May Department Stores Co. d/b/a Hecht's","685 N. Glebe Road","","Arlington","VA","22203-2199","001","03/01/2002","02/28/2005","Buyer","01/31/2002","03/01/2002","02/28/2005","185","Certified",58000.00000,"Year",,"N","Arlington Metro Area","VA",23400.00000,"SESA","","","","","","","","","","","",""
2002-01-31 19:26:00,"I-02031-0009105","Sony Pictures Imageworks Inc.","10202 West Washington Blvd.","SPP 1030","Culver City","CA","90232-3195","001","02/05/2002","02/05/2005","Multimedia Artist","01/31/2002","02/05/2002","02/05/2005","141","Certified",130000.00000,"Year",160000.00000,"N","Culver City","CA",58094.00000,"Other","2001","OES","","","","","","","","","",""
2002-01-31 19:29:00,"I-02031-0009107","Wily Technology, Inc.","875 Mahler Road","Suite 280","Burlingame","CA","94010     ","001","03/01/2002","02/28/2005","Chief Technology Officer","01/31/2002","03/01/2002","02/28/2005","189","Certified",170000.00000,"Year",,"N","Burlingame","CA",142418.00000,"Other","2002","OES/SOC","","","","","","","","","",""
2002-01-31 19:31:00,"I-02031-0009109","MICROCONSTANTS INC.","10110 Sorrento Valley Road","Suite A","San Diego","CA","92121     ","001","02/18/2002","02/18/2005","Senior Analytical Scientist","01/31/2002","02/18/2002","02/18/2005","041","Certified",33700.00000,"Year",,"N","San Diego","CA",33700.00000,"Other","2002","oes","","","","","","","","","",""
2002-01-31 19:37:00,"I-02031-0009111","Cooley Godward LLP","One Maritime Plaza, 20F","","San Francisco","CA","94111     ","001","04/15/2002","04/15/2005","Attorney","01/31/2002","04/15/2002","04/15/2005","110","Certified",130000.00000,"Year",135000.00000,"N","San Francisco","CA",122658.00000,"Other","2002","OES","","","","","","","","","",""
2002-01-31 19:44:00,"I-02031-0009113","ITERRA COMMUNICATIONS LLC","1585 RELIANCE WAY","","FREMONT","CA","94539     ","001","02/28/2002","02/27/2005","MMIC DESIGN ENGINEER","01/31/2002","02/28/2002","02/27/2005","003","Certified",87000.00000,"Year",,"N","FREMONT ","CA",58282.00000,"Other","2002","OES WAGE DATABASE","","","","","","","","","",""
2002-01-31 19:52:00,"I-02031-0009075","Visa International Service Association","900 Metro Center Blvd.","","Foster City","CA","94404     ","001","02/04/2002","02/04/2005","Web Developer","01/31/2002","02/04/2002","02/04/2005","030","Certified",65000.00000,"Year",,"N","Portland","ME",65700.00000,"Other","2001","Watson Wyatt","","","","","","","","","",""
2002-01-31 19:53:00,"I-02031-0009115","University of California Riverside","International Services Center","Watkins House","Riverside","CA","92521-0307","001","02/01/2002","12/31/2002","Postgraduate Researcher","01/31/2002","02/01/2002","12/31/2002","040","Certified",33864.00000,"Year",,"N","Riverside","CA",25473.60000,"SESA","","","","","","","","","","","",""
2002-01-31 20:02:00,"I-02031-0009117","University of California Riverside","International Services Center","Watkins House","Riverside","CA","92521-0307","001","05/01/2002","04/30/2003","Postdoctoral Researcher","01/31/2002","05/01/2002","04/30/2003","022","Certified",14.87000,"Hour",,"Y","Riverside","CA",13.59000,"SESA","","","","","","","","","","","",""
2002-01-31 20:05:00,"I-02031-0009119","Jibe Networks, Inc.","3 West 37th Avenue, Suite 17","","San Mateo","CA","94403     ","001","02/01/2002","01/25/2005","Networking Software Engineer","01/31/2002","02/01/2002","01/25/2005","030","Certified",90000.00000,"Year",,"N","San Mateo","CA",73200.00000,"Other","2001","2001-2002 Watson Wyatt Survey","","","","","","","","","",""
2002-01-31 20:13:00,"I-02031-0009121","Woodland Centers Inc.","3086 State Route 160","","Gallipolis","OH","45631     ","001","02/01/2002","01/31/2005","Adult Child Adolescent Psychiatrist","02/01/2002","02/01/2002","01/31/2005","070","Certified",130000.00000,"Year",,"N","Gallipolis","OH",130100.00000,"Other","2000","OH Healthcare Providers","130000","Year","","N","Jackson Pomeroy","OH","130100","Other","2000","OH Healthcare Providers"
2002-01-31 20:13:00,"I-02018-0002253","SLGG Consulting Group LLC","2700 N. Main Street","Suite 200","Santa Ana","CA","92705     ","001","03/01/2002","02/28/2005","Business Consultant","01/31/2002","03/01/2002","02/28/2005","189","Certified",80000.00000,"Year",,"N","Santa Ana","CA",84074.00000,"Other","2002","OES","","","","","","","","","",""
2002-01-31 20:22:00,"I-02031-0009125","Northern Arizona University","International Office ","P.O. Box 5598, 102 Tinsley Hall","Flagstaff","AZ","86011-5598","001","06/02/2002","06/01/2005","Postdoc Research Associate","01/31/2002","06/02/2002","06/01/2005","090","Certified",30000.00000,"Year",,"N","Flagstaff","AZ",25376.00000,"SESA","","","","","","","","","","","",""
2002-01-31 20:22:00,"I-02031-0009127","Microsoft Corporation","One Microsoft Way","","Redmond","WA","98052     ","001","06/15/2002","06/15/2005","Program Manager","01/31/2002","06/15/2002","06/15/2005","189","Certified",70000.00000,"Year",,"N","Redmond","WA",52900.00000,"Other","2000","AEA","","","","","","","","","",""
2002-01-31 20:23:00,"I-02031-0008983","Oracle Corporation","500 Oracle Parkway","","Redwood Shores","CA","94065     ","001","02/04/2002","02/04/2005","Software Engineer (Quality Assurance Engineer)","01/31/2002","02/04/2002","02/04/2005","003","Certified",62000.00000,"Year",77000.00000,"N","Redwood Shores","CA",58600.00000,"Other","2001","Watson Wyatt","","","","","","","","","",""
2002-01-31 20:24:00,"I-02031-0009129","Software Associate Inc","37000, Grand River Ave, ste 180","","Farmington Hills","MI","48335     ","005","02/17/2002","02/17/2005","PROGRSMMER ANALYST","01/31/2002","02/17/2002","02/17/2005","030","Certified",36000.00000,"Year",,"N","FARMINGTON HILLS","MI",35325.00000,"SESA","","","","","","","","","","","",""
2002-01-31 20:24:00,"I-02031-0009089","Physical Electronics Inc.","6509 Flying Cloud Drive","","Eden Prarie","MN","55344     ","001","02/04/2002","02/04/2005","Software Engineer","01/31/2002","02/04/2002","02/04/2005","030","Certified",95000.00000,"Year",95000.00000,"N","Sunnyvale","CA",58600.00000,"Other","2002","Watson Wyatt","","","","","","","","","",""
2002-01-31 20:29:00,"I-02031-0009131","Microsoft Corporation","One Microsoft Way","","Redmond","WA","98052     ","001","02/15/2002","02/15/2005","Support Engineer","01/31/2002","02/15/2002","02/15/2005","032","Certified",70500.00000,"Year",,"N","Redmond","WA",55474.00000,"Other","2000","Radford","","","","","","","","","",""
2002-01-31 20:29:00,"I-02031-0009133","ELMHURST CARE CENTER, INC.","100-17 23RD AVENUE","","EAST ELMHURST","NY","11369     ","001","03/04/2002","03/03/2005","DIETITIAN","01/31/2002","03/04/2002","03/03/2005","077","Certified",15.50000,"Hour",,"Y","100-17 23RD AVENUE","NY",15.88000,"Other","2002","OES/SOC","","","","","","","","","",""
2002-01-31 20:36:00,"I-02031-0009137","Fyntech LLC","999 Third Avenue, Suite 1080","","Seattle","WA","98104     ","001","02/15/2002","02/15/2005","Software Engineer, Application","01/31/2002","02/15/2002","02/15/2005","030","Certified",25.00000,"Hour",35.00000,"N","Seattle","WA",25.15000,"Other","2002","OES","","","","","","","","","",""
2002-01-31 20:38:00,"I-02031-0009139","Microsoft Corporation","One Microsoft Way","","Redmond","WA","98052     ","001","07/01/2002","07/01/2005","Software Design Engineer ","01/31/2002","07/01/2002","07/01/2005","030","Certified",72000.00000,"Year",,"N","Redmond","WA",52900.00000,"Other","2000","AEA","","","","","","","","","",""
2002-01-31 20:38:00,"I-02031-0009141","MICROSOFT CORPORATION","ONE MICROSOFT WAY","","REDMOND","WA","98052     ","001","02/15/2002","02/14/2005","SOFTWARE DESIGN ENGINEER/LEVEL 62","01/31/2002","02/15/2002","02/14/2005","030","Certified",95300.00000,"Year",95300.00000,"N","REDMOND","WA",65600.00000,"Other","2000","AEA E5027","","","","","","","","","",""
2002-01-31 20:39:00,"I-02031-0009143","Warner Bros. Feature Animaton","15301 Ventura Blvd., Unit E Room 3084","","Sherman Oaks","CA","91403     ","001","02/08/2002","06/03/2002","Technical Director","01/31/2002","02/08/2002","06/03/2002","030","Certified",2000.00000,"Week",,"N","Sherman Oaks","CA",1570.00000,"SESA","","","","","","","","","","","",""
2002-01-31 20:41:00,"I-02031-0009145","Tax Advocacy Group, Inc.","660 Baker Street","Suite 250","Costa Mesa","CA","92626     ","001","02/19/2002","02/19/2005","APPLICATIONS PROGRAMMER","01/31/2002","02/19/2002","02/19/2005","030","Certified",15.25000,"Hour",15.25000,"Y","COSTA MESA","CA",15.25000,"Other","2002","OES","","","","","","","","","",""
2002-01-31 20:53:00,"I-02031-0009147","Microsoft Corporation","One Microsoft Way","","Redmond","WA","98052     ","001","05/31/2002","05/31/2005","Software Design Engineer ","01/31/2002","05/31/2002","05/31/2005","030","Certified",86928.00000,"Year",,"N","Redmond","WA",65600.00000,"Other","2000","AEA","","","","","","","","","",""
2002-01-31 20:56:00,"I-02031-0009149","Microsoft Corporation","One Microsoft Way","","Redmond","WA","98052     ","001","06/14/2002","06/14/2005","Research Software Design Engineer","01/31/2002","06/14/2002","06/14/2005","030","Certified",101480.00000,"Year",,"N","Redmond","WA",65600.00000,"Other","2000","AEA","","","","","","","","","",""
2002-01-31 21:00:00,"I-02031-0009151","Microsoft Corporation","One Microsoft Way","","Redmond","WA","98052     ","001","02/15/2002","02/15/2005","Applications Developer","01/31/2002","02/15/2002","02/15/2005","030","Certified",78500.00000,"Year",,"N","Redmond","WA",62400.00000,"Other","2000","aea","","","","","","","","","",""
2002-01-31 21:04:00,"I-02031-0009153","Microsoft Corporation","One Microsoft Way","","Redmond","WA","98052     ","001","05/15/2002","05/15/2005","Software Design Engineer Test ","01/31/2002","05/15/2002","05/15/2005","030","Certified",67000.00000,"Year",,"N","Redmond","WA",54537.00000,"Other","2000","radford","","","","","","","","","",""
2002-01-31 21:10:00,"I-02031-0009155","BAZAR CASA RAMIREZ","2448-B SAN DIEGO AVENUE","","SAN DIEGO","CA","92110     ","001","03/01/2002","02/28/2005","PROJECT MANAGER","01/31/2002","03/01/2002","02/28/2005","189","Certified",22.00000,"Hour",,"Y","SAN DIEGO","CA",21.01000,"Other","2002","EMPLOYER SURVEY","","","","","","","","","",""
2002-01-31 21:11:00,"I-02031-0009157","Microsoft Corporation","One Microsoft Corporation","","Redmond","WA","98052     ","001","02/15/2002","02/15/2005","Software Design Engineer Test","01/31/2002","02/15/2002","02/15/2005","030","Certified",88750.00000,"Year",,"N","Mountain View ","CA",75151.00000,"Other","2000","OES 22127","","","","","","","","","",""
2002-01-31 21:14:00,"I-02031-0009159","CITY OF PHOENIX/PLANNING DEPT.","200 WEST WASHINGTON STREET","6TH FLOOR","PHOENIX","AZ","85003-1611","001","05/20/2002","05/20/2005","PLANNER I","01/31/2002","05/20/2002","05/20/2005","019","Certified",17.89000,"Hour",,"N","PHOENIX","AZ",17.90000,"SESA","","","","","","","","","","","",""
